id,sentence,sense_keys,glosses,target
d000.s006.t009,"But there is also a discordant , modern note in Aslacton , though it can not be heard by the church-goers enjoying the peal of bells this cool [TGT] autumn [TGT] evening .",['autumn%1:28:00::'],['the season when the leaves fall from the trees'],[0]
d000.s006.t010,"But there is also a discordant , modern note in Aslacton , though it can not be heard by the church-goers enjoying the peal of bells this cool autumn [TGT] evening [TGT] .","['evening%1:28:00::', 'evening%1:28:01::', 'evening%1:28:02::']","['the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)', 'a later concluding time period', 'the early part of night (from dinner until bedtime) spent in a special way']",[0]
d000.s007.t000,"Like [TGT] most [TGT] of the other 6,000 churches in Britain with sets of bells , St. Michael once had its own `` band `` of ringers , who would herald every Sunday morning and evening service .","['most%3:00:01::', 'most%3:00:02::']","[""the superlative of `much' that can be used with mass nouns and is usually preceded by `the'; a quantifier meaning the greatest in amount or extent or degree"", ""(superlative of `many' used with count nouns and often preceded by `the') quantifier meaning the greatest in number""]",[1]
d000.s007.t001,"Like most of the [TGT] other [TGT] 6,000 churches in Britain with sets of bells , St. Michael once had its own `` band `` of ringers , who would herald every Sunday morning and evening service .","['other%5:00:02:past:00', 'other%5:00:00:past:00', 'other%5:00:00:strange:00', 'other%3:00:00::']","['belonging to the distant past', 'recently past', 'very unusual; different in character or quality from the normal or expected; - Lance Morrow', 'not the same one or ones already mentioned or implied; - the White Queen']",[3]
d000.s007.t002,"Like most of the other 6,000 [TGT] churches [TGT] in Britain with sets of bells , St. Michael once had its own `` band `` of ringers , who would herald every Sunday morning and evening service .","['church%1:06:00::', 'church%1:14:00::', 'church%1:04:00::', 'church%1:14:01::']","['a place for public (especially Christian) worship', 'one of the groups of Christians who have their own beliefs and forms of worship', 'a service conducted in a house of worship', 'the body of people who attend or belong to a particular local church']",[0]
d000.s007.t003,"Like most of the other 6,000 churches in [TGT] Britain [TGT] with sets of bells , St. Michael once had its own `` band `` of ringers , who would herald every Sunday morning and evening service .",['britain%1:15:00::'],"[""a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom""]",[0]
d000.s007.t004,"Like most of the other 6,000 churches in Britain with [TGT] sets [TGT] of bells , St. Michael once had its own `` band `` of ringers , who would herald every Sunday morning and evening service .","['set%1:14:01::', 'set%1:28:00::', 'set%1:22:00::', 'set%1:04:01::', 'set%1:14:02::', 'set%1:04:00::', 'set%1:06:00::', 'set%1:11:00::', 'set%1:09:01::', 'set%1:14:00::', 'set%1:09:00::', 'set%1:18:00::', 'set%1:06:01::']","['an unofficial association of people or groups', 'a unit of play in tennis or squash', 'the process of becoming hard or solid by cooling or drying or crystallization', 'the act of putting something in position', '(mathematics) an abstract collection of numbers or symbols', 'several exercises intended to be done in series', 'representation consisting of the scenery and other properties used to identify the location of a dramatic production', 'the descent of a heavenly body below the horizon', 'a relatively permanent inclination to react in a particular way', 'a group of things of the same kind that belong together and are so used', '(psychology) being temporarily ready to respond in a particular way', 'evil Egyptian god with the head of a beast that has high square ears and a long snout; brother and murderer of Osiris', 'any electronic equipment that receives or transmits radio or tv signals']",[9]
d000.s007.t005,"Like most of the other 6,000 churches in Britain with sets of [TGT] bells [TGT] , St. Michael once had its own `` band `` of ringers , who would herald every Sunday morning and evening service .","['bell%1:06:00::', 'bell%1:18:01::', 'bell%1:28:00::', 'bell%1:06:04::', 'bell%1:06:03::', 'bell%1:06:02::', 'bell%1:11:00::', 'bell%1:25:00::', 'bell%1:18:00::', 'bell%1:18:02::']","['a hollow device made of metal that makes a ringing sound when struck', 'English painter; sister of Virginia Woolf; prominent member of the Bloomsbury Group (1879-1961)', ""(nautical) each of the eight half-hour units of nautical time signaled by strokes of a ship's bell; eight bells signals 4:00, 8:00, or 12:00 o'clock, either a.m. or p.m."", 'a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument', 'the flared opening of a tubular device', 'a push button at an outer door that gives a ringing or buzzing signal when pushed', 'the sound of a bell being struck', 'the shape of a bell', 'United States inventor (born in Scotland) of the telephone (1847-1922)', 'a phonetician and father of Alexander Graham Bell (1819-1905)']",[0]
d000.s007.t006,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael [TGT] once [TGT] had its own `` band `` of ringers , who would herald every Sunday morning and evening service .","['once%4:02:01::', 'once%4:02:00::', 'once%4:02:02::']","['at a previous time', 'on one occasion', 'as soon as']",[0]
d000.s007.t007,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael once had its [TGT] own [TGT] `` band `` of ringers , who would herald every Sunday morning and evening service .",['own%5:00:00:personal:00'],['belonging to or on behalf of a specified person (especially yourself); preceded by a possessive'],[0]
d000.s007.t008,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael once had its own `` [TGT] band [TGT] `` of ringers , who would herald every Sunday morning and evening service .","['band%1:06:05::', 'band%1:14:01::', 'band%1:14:02::', 'band%1:07:00::', 'band%1:06:04::', 'band%1:08:00::', 'band%1:06:00::', 'band%1:14:00::', 'band%1:06:02::', 'band%1:06:06::', 'band%1:10:00::', 'band%1:06:03::', 'band%1:06:01::']","['a thin flat strip or loop of flexible material that goes around or over something else, typically to hold it together or as a decoration', 'an unofficial association of people or groups', 'a group of musicians playing popular music for dancing', 'a stripe or stripes of contrasting color', 'a strip of material attached to the leg of a bird to identify it (as in studies of bird migration)', 'a cord-like tissue connecting two larger parts of an anatomical structure', 'a thin flat strip of flexible material that is worn around the body or one of the limbs (especially to decorate the body)', 'instrumentalists not including string players', 'a restraint put around something to hold it together', 'a driving belt in machinery', 'a range of frequencies between two limits', 'jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger', 'an adornment consisting of a strip of a contrasting color or material']",[7]
d000.s007.t009,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael once had its own `` band `` of [TGT] ringers [TGT] , who would herald every Sunday morning and evening service .","['ringer%1:04:00::', 'ringer%1:18:01::', 'ringer%1:18:00::', 'ringer%1:18:02::']","['(horseshoes) the successful throw of a horseshoe or quoit so as to encircle a stake or peg', 'a person who is almost identical to another', 'a contestant entered in a competition under false pretenses', 'a person who rings church bells (as for summoning the congregation)']",[3]
d000.s007.t010,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael once had its own `` band `` of ringers , who would [TGT] herald [TGT] every Sunday morning and evening service .","['herald%2:32:02::', 'herald%2:32:00::', 'herald%2:32:01::']","['greet enthusiastically or joyfully', 'foreshadow or presage', 'praise vociferously']",[1]
d000.s007.t011,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael once had its own `` band `` of ringers , who would herald every [TGT] Sunday [TGT] morning and evening service .","['sunday%1:28:00::', 'sunday%1:18:00::']","['first day of the week; observed as a day of rest and worship by most Christians', 'United States evangelist (1862-1935)']",[0]
d000.s007.t012,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael once had its own `` band `` of ringers , who would herald every Sunday [TGT] morning [TGT] and evening service .","['morning%1:10:00::', 'morning%1:28:01::', 'morning%1:28:00::', 'morning%1:11:00::']","['a conventional expression of greeting or farewell', 'the first light of day', 'the time period between dawn and noon', 'the earliest period']",[2]
d000.s007.t013,"Like most of the other 6,000 churches in Britain with sets of bells , St. Michael once had its own `` band `` of ringers , who would herald every Sunday morning and [TGT] evening [TGT] service .","['evening%1:28:00::', 'evening%1:28:01::', 'evening%1:28:02::']","['the latter part of the day (the period of decreasing daylight from late afternoon until nightfall)', 'a later concluding time period', 'the early part of night (from dinner until bedtime) spent in a special way']",[0]
